No.,Player Name,Position,Player_ID,Year,Country_Name,Nationality,Age,Height,Total Points,Average by Match,Attack Points,Efficiency,Attack Avg Points,Block Points,Block Success,Block Avg Points,Serve Points,Serve Success,Serve Avg Points
25.0,Martinez Caro Larysmer,L,139913,2023,Dominican Republic,Dominican Republic,27.0,174,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
,Marcos Kwiek,COACH,N/A,2023,Dominican Republic,,,,,,,,,,,,,,
1.0,Agbortabi Vanessa,OH,151011,2023,Germany,Germany,25.0,181,13,1.00,10,31.25%,0.77,2,22.22%,0.15,1,5.56%,0.08
2.0,Kästner Pia,S,150973,2023,Germany,Germany,25.0,182,24,1.85,4,22.22%,0.31,6,10.71%,0.46,14,7.73%,1.08
3.0,Cesar Annie,L,158238,2023,Germany,Germany,26.0,173,0,0.00,0,-,-,0,-,-,0,-,-
4.0,Pogany Anna,L,136671,2023,Germany,Germany,29.0,170,0,0.00,0,-,-,0,-,-,0,-,-
5.0,Glaab Corina,S,163661,2023,Germany,Germany,23.0,180,1,0.08,0,0.00%,0.00,1,8.33%,0.08,0,0.00%,0.00
6.0,Stautz Antonia,OH,157403,2023,Germany,Germany,30.0,180,17,1.31,13,28.89%,1.00,0,0.00%,0.00,4,4.71%,0.31
9.0,Alsmeier Lina,OH,163658,2023,Germany,Germany,23.0,189,152,11.69,126,35.59%,9.69,19,31.67%,1.46,7,4.32%,0.54
10.0,Stigrot Lena,OH,144980,2023,Germany,Germany,29.0,184,143,11.00,125,39.06%,9.62,11,16.18%,0.85,7,5.60%,0.54
12.0,Orthmann Hanna,OH,151016,2023,Germany,Germany,25.0,-,224,17.23,196,41.35%,15.08,12,17.65%,0.92,16,10.96%,1.23
14.0,Schölzel Marie,MB,150812,2023,Germany,Germany,26.0,190,80,6.15,64,48.85%,4.92,14,15.56%,1.08,2,3.08%,0.15
16.0,Cekulaev Anastasia,MB,177765,2023,Germany,Germany,20.0,187,0,0.00,0,0.00%,0.00,0,0.00%,0.00,0,0.00%,0.00
20.0,Weske Emilia,O,163939,2023,Germany,Germany,22.0,188,44,4.89,35,42.17%,3.89,6,33.33%,0.67,3,7.50%,0.33
21.0,Weitzel Camilla,MB,153929,2023,Germany,Germany,23.0,195,162,12.46,109,49.55%,8.38,35,19.02%,2.69,18,9.05%,1.38
22.0,Strubbe Monique,MB,182628,2023,Germany,Germany,22.0,189,33,2.54,19,34.55%,1.46,9,12.86%,0.69,5,4.95%,0.38
,Vital Heynen,COACH,N/A,2023,Germany,,,,,,,,,,,,,,
2.0,Degradi Alice Carlotta,OH,143370,2023,Italy,Italy,27.0,182,98,7.54,82,42.27%,6.31,8,20.00%,0.62,8,10.26%,0.62
3.0,Villani Francesca,OH,142394,2023,Italy,Italy,28.0,186,60,12.00,52,43.33%,10.40,4,36.36%,0.80,4,8.33%,0.80
4.0,Bosio Francesca,S,151986,2023,Italy,Italy,26.0,-,32,2.46,8,42.11%,0.62,20,20.00%,1.54,4,2.23%,0.31
7.0,Fersino Eleonora,L,173402,2023,Italy,Italy,24.0,-,0,0.00,0,-,-,0,-,-,0,-,-
11.0,Danesi Anna,MB,136694,2023,Italy,Italy,27.0,-,102,7.85,68,50.75%,5.23,28,21.88%,2.15,6,3.73%,0.46
12.0,Mazzaro Alessia,MB,151661,2023,Italy,Italy,25.0,184,71,5.46,47,55.95%,3.62,20,22.47%,1.54,4,3.01%,0.31
15.0,Nwakalor Sylvia Chinelo,O,151664,2023,Italy,Italy,24.0,176,246,18.92,210,44.97%,16.15,33,31.73%,2.54,3,1.58%,0.23
16.0,D'Odorico Sofia,OH,143391,2023,Italy,Italy,27.0,186,27,2.08,24,41.38%,1.85,2,18.18%,0.15,1,3.23%,0.08
17.0,Sylla Myriam Fatime,OH,136701,2023,Italy,Italy,29.0,184,87,9.67,81,44.02%,9.00,4,16.00%,0.44,2,2.56%,0.22
19.0,Squarcini Federica,MB,173917,2023,Italy,Italy,23.0,181,40,3.08,23,42.59%,1.77,9,22.50%,0.69,8,10.13%,0.62
20.0,Parrocchiale Beatrice,L,136689,2023,Italy,Italy,28.0,168,0,0.00,0,-,-,0,-,-,0,-,-
21.0,Omoruyi Oghosasere Loveth,OH,173730,2023,Italy,Italy,21.0,184,141,10.85,115,36.74%,8.85,18,30.51%,1.38,8,5.03%,0.62
23.0,Gennari Giulia,S,143396,2023,Italy,Italy,27.0,184,3,0.33,0,-,-,1,25.00%,0.11,2,11.11%,0.22
32.0,Malual Adhuoljok John Majak,O,173731,2023,Italy,Italy,23.0,188,21,1.62,20,35.09%,1.54,1,7.14%,0.08,0,0.00%,0.00
,Davide Mazzanti,COACH,N/A,2023,Italy,,,,,,,,,,,,,,
1.0,Nagaoka Miyu,O,119385,2023,Japan,Japan,32.0,179,27,5.40,23,34.33%,4.60,3,21.43%,0.60,1,4.17%,0.20
2.0,Hayashi Kotona,OH,151953,2023,Japan,Japan,24.0,173,109,8.38,104,42.98%,8.00,3,6.67%,0.23,2,1.87%,0.15
3.0,Nishida Sarina,OH,143437,2023,Japan,Japan,27.0,180,209,16.08,173,35.60%,13.31,18,29.51%,1.38,18,9.14%,1.38
4.0,Ishikawa Mayu,OH,162218,2023,Japan,Japan,23.0,174,82,9.11,68,34.00%,7.56,4,16.00%,0.44,10,9.71%,1.11
6.0,Seki Nanami,S,151944,2023,Japan,Japan,24.0,171,23,1.77,9,40.91%,0.69,1,2.44%,0.08,13,8.12%,1.00
7.0,Shibata Mika,S,152457,2023,Japan,Japan,29.0,171,3,0.60,2,40.00%,0.40,0,0.00%,0.00,1,4.00%,0.20
10.0,Inoue Arisa,OH,142372,2023,Japan,Japan,28.0,178,107,8.23,99,35.11%,7.62,3,8.82%,0.23,5,4.90%,0.38
11.0,Yamada Nichika,MB,162227,2023,Japan,Japan,24.0,184,73,8.11,51,42.50%,5.67,18,18.95%,2.00,4,4.08%,0.44
12.0,Fukudome Satomi,L,189198,2023,Japan,Japan,26.0,162,0,0.00,0,-,-,0,-,-,0,-,-
16.0,Meguro Yuka,L,187806,2023,Japan,Japan,28.0,170,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
23.0,Miyabe Airi,OH,146519,2023,Japan,Japan,25.0,181,33,6.60,20,38.46%,4.00,12,25.00%,2.40,1,2.70%,0.20
24.0,Irisawa Mai,MB,151947,2023,Japan,Japan,24.0,188,24,1.85,15,34.88%,1.15,5,10.87%,0.38,4,6.25%,0.31
29.0,Nishimura Minami,L,189509,2023,Japan,Japan,24.0,169,0,0.00,0,-,-,0,-,-,0,-,-
37.0,Wada Yukiko,OH,174243,2023,Japan,Japan,22.0,174,94,7.23,86,45.99%,6.62,5,31.25%,0.38,3,4.55%,0.23
,Masayoshi Manabe,COACH,N/A,2023,Japan,,,,,,,,,,,,,,
1.0,Kim Daeun,O,163830,2023,Korea,Korea,23.0,180,83,10.38,74,34.91%,9.25,3,7.69%,0.38,6,9.84%,0.75
2.0,Lee Juah,MB,163760,2023,Korea,Korea,23.0,185,48,4.00,38,41.76%,3.17,7,14.00%,0.58,3,4.69%,0.25
3.0,Yeum Hye Seon,S,120148,2023,Korea,Korea,33.0,176,2,0.17,1,25.00%,0.08,0,0.00%,0.00,1,2.33%,0.08
5.0,Kim Dain,S,181159,2023,Korea,Korea,25.0,172,6,0.75,2,15.38%,0.25,0,0.00%,0.00,4,6.06%,0.50
7.0,Kim Jiwon,S,200723,2023,Korea,Korea,22.0,174,6,0.75,2,33.33%,0.25,1,14.29%,0.12,3,8.82%,0.38
12.0,Moon Jungwon,L,133479,2023,Korea,Korea,32.0,174,0,0.00,0,-,-,0,-,-,0,-,-
13.0,Park Jeongah,OH,131893,2023,Korea,Korea,30.0,187,37,3.08,31,23.31%,2.58,5,20.83%,0.42,1,2.70%,0.08
14.0,Lee Dahyeon,MB,163822,2023,Korea,Korea,22.0,185,49,4.08,32,37.21%,2.67,12,20.69%,1.00,5,7.14%,0.42
16.0,Jeong Jiyun,OH,163832,2023,Korea,Korea,23.0,180,74,6.17,68,28.69%,5.67,5,11.63%,0.42,1,1.14%,0.08
17.0,Jung Hoyoung,MB,168184,2023,Korea,Korea,22.0,190,30,2.50,22,41.51%,1.83,6,11.32%,0.50,2,3.85%,0.17
18.0,Kim Miyoun,OH,135949,2023,Korea,Korea,31.0,177,17,1.89,15,34.09%,1.67,1,16.67%,0.11,1,3.57%,0.11
19.0,Pyo Seungju,OH,133482,2023,Korea,Korea,31.0,182,38,3.17,33,30.28%,2.75,2,11.11%,0.17,3,6.52%,0.25
71.0,Moon Jiyun,O,163833,2023,Korea,Korea,23.0,181,36,3.00,33,33.33%,2.75,3,33.33%,0.25,0,0.00%,0.00
97.0,Kang Sohwi,OH,156286,2023,Korea,Korea,26.0,180,83,6.92,68,30.77%,5.67,3,11.54%,0.25,12,12.12%,1.00
,Cesar Hernandez Gonzalez,COACH,N/A,2023,Korea,,,,,,,,,,,,,,
1.0,Knip Kirsten,L,124071,2023,Netherlands,Netherlands,31.0,175,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
3.0,Jasper Hester,OH,167778,2023,Netherlands,Netherlands,22.0,175,5,0.62,5,26.32%,0.62,0,0.00%,0.00,0,0.00%,0.00
4.0,Plak Celeste,O,142880,2023,Netherlands,Netherlands,28.0,190,59,7.38,48,44.86%,6.00,11,22.45%,1.38,0,0.00%,0.00
5.0,Knollema Jolien,OH,167482,2023,Netherlands,Netherlands,21.0,189,121,11.00,95,44.19%,8.64,18,45.00%,1.64,8,6.72%,0.73
7.0,Lohuis Juliet,MB,151194,2023,Netherlands,Netherlands,27.0,190,41,5.12,21,44.68%,2.62,16,22.54%,2.00,4,5.26%,0.50
10.0,van Aalen Sarah,S,162356,2023,Netherlands,Netherlands,24.0,186,16,1.33,8,53.33%,0.67,4,10.00%,0.33,4,4.00%,0.33
12.0,Bongaerts Britt,S,147432,2023,Netherlands,Netherlands,27.0,185,16,2.00,6,42.86%,0.75,5,15.15%,0.62,5,6.76%,0.62
16.0,Baijens Indy,MB,168148,2023,Netherlands,Netherlands,23.0,193,134,11.17,104,57.78%,8.67,25,22.73%,2.08,5,5.38%,0.42
17.0,Vos Iris,OH,181648,2023,Netherlands,Netherlands,21.0,184,1,0.08,1,10.00%,0.08,0,0.00%,0.00,0,0.00%,0.00
19.0,Daalderop Nika,OH,150809,2023,Netherlands,Netherlands,25.0,189,91,11.38,77,40.96%,9.62,9,18.75%,1.12,5,6.17%,0.62
23.0,Timmerman Eline,MB,172894,2023,Netherlands,Netherlands,25.0,192,60,5.00,39,48.15%,3.25,12,13.95%,1.00,9,6.72%,0.75
25.0,Reesink Florien,L,148581,2023,Netherlands,Netherlands,25.0,174,0,0.00,0,-,-,0,-,-,0,-,-
27.0,Scholten Iris,O,162372,2023,Netherlands,Netherlands,24.0,191,18,2.25,16,36.36%,2.00,2,15.38%,0.25,0,0.00%,0.00
33.0,Marring Nova,OH,164777,2023,Netherlands,Netherlands,22.0,184,121,10.08,104,39.39%,8.67,6,19.35%,0.50,11,7.24%,0.92
,Felix Koslowski,COACH,N/A,2023,Netherlands,,,,,,,,,,,,,,
1.0,Stenzel Maria,L,152233,2023,Poland,Poland,25.0,168,0,0.00,0,-,-,0,-,-,0,-,-
5.0,Korneluk Agnieszka,MB,136317,2023,Poland,Poland,29.0,200,176,11.73,115,59.28%,7.67,48,24.00%,3.20,13,5.68%,0.87
7.0,Galkowska Monika,O,143465,2023,Poland,Poland,27.0,185,32,2.13,26,36.62%,1.73,4,16.00%,0.27,2,11.76%,0.13
9.0,Stysiak Magdalena,O,152217,2023,Poland,Poland,23.0,203,298,19.87,258,45.03%,17.20,33,28.95%,2.20,7,3.98%,0.47
10.0,Fedusio Monika,OH,152231,2023,Poland,Poland,24.0,183,11,0.73,7,38.89%,0.47,2,40.00%,0.13,2,5.88%,0.13
11.0,Lukasik Martyna,OH,163098,2023,Poland,Poland,24.0,189,140,9.33,120,39.47%,8.00,13,19.40%,0.87,7,4.24%,0.47
12.0,Szczyglowska Aleksandra,OH,185609,2023,Poland,Poland,26.0,172,0,0.00,0,-,-,0,-,-,0,-,-
15.0,Czyrnianska Martyna,OH,181268,2023,Poland,Poland,20.0,191,69,4.60,54,38.57%,3.60,8,32.00%,0.53,7,8.24%,0.47
23.0,Pierzchała Dominika,MB,181963,2023,Poland,Poland,21.0,190,0,-,0,-,-,0,-,-,0,-,-
26.0,Wenerska Katarzyna,S,181263,2023,Poland,Poland,31.0,180,21,1.40,6,33.33%,0.40,9,11.39%,0.60,6,2.79%,0.40
27.0,Pacak Joanna,MB,143460,2023,Poland,Poland,27.0,186,23,1.53,14,63.64%,0.93,9,32.14%,0.60,0,0.00%,0.00
30.0,Rozanski Olivia,OH,151231,2023,Poland,Poland,26.0,185,160,10.67,141,38.95%,9.40,12,13.48%,0.80,7,3.91%,0.47
62.0,Nowicka Julia,S,152216,2023,Poland,Poland,25.0,174,5,0.33,2,50.00%,0.13,1,8.33%,0.07,2,4.44%,0.13
95.0,Jurczyk Magdalena,MB,185611,2023,Poland,Poland,28.0,183,107,7.13,82,61.19%,5.47,19,14.62%,1.27,6,3.68%,0.40
,Stefano Lavarini,COACH,N/A,2023,Poland,,,,,,,,,,,,,,
1.0,Busa Bianka,OH,136024,2023,Serbia,Serbia,29.0,187,84,7.00,74,36.63%,6.17,2,6.90%,0.17,8,5.71%,0.67
2.0,Lazovic Katarina,OH,152168,2023,Serbia,Serbia,24.0,182,37,3.08,32,37.21%,2.67,5,23.81%,0.42,0,0.00%,0.00
4.0,Drca Bojana,S,120326,2023,Serbia,Serbia,35.0,186,16,2.00,11,52.38%,1.38,3,10.71%,0.38,2,2.53%,0.25
5.0,Popovic Mina,MB,136030,2023,Serbia,Serbia,29.0,187,59,7.38,40,54.05%,5.00,13,13.98%,1.62,6,6.45%,0.75
9.0,Uzelac Aleksandra,OH,181204,2023,Serbia,Serbia,19.0,188,119,9.92,107,39.19%,8.92,10,32.26%,0.83,2,3.45%,0.17
10.0,Ognjenovic Maja,S,116216,2023,Serbia,Serbia,39.0,183,9,2.25,4,50.00%,1.00,2,7.14%,0.50,3,5.45%,0.75
12.0,Pusic Teodora,L,123709,2023,Serbia,Serbia,31.0,170,0,0.00,0,-,-,0,-,-,0,-,-
13.0,Bjelica Ana,O,123694,2023,Serbia,Serbia,31.0,190,130,10.83,108,34.84%,9.00,11,11.96%,0.92,11,7.86%,0.92
14.0,Aleksic Maja,MB,143548,2023,Serbia,Serbia,26.0,188,81,6.75,50,41.32%,4.17,25,17.01%,2.08,6,4.17%,0.50
15.0,Stevanovic Jovana,MB,123700,2023,Serbia,Serbia,31.0,192,80,10.00,52,48.60%,6.50,22,22.68%,2.75,6,5.61%,0.75
16.0,Jegdic Aleksandra,L,170965,2023,Serbia,Serbia,29.0,167,0,0.00,0,-,-,0,-,-,0,-,-
18.0,Boškovic Tijana,O,137941,2023,Serbia,Serbia,27.0,193,109,27.25,97,58.79%,24.25,8,28.57%,2.00,4,8.16%,1.00
19.0,Milenkovic Bojana,OH,142478,2023,Serbia,Serbia,27.0,185,7,0.58,6,31.58%,0.50,1,25.00%,0.08,0,0.00%,0.00
22.0,Lozo Sara,O,142479,2023,Serbia,Serbia,26.0,186,148,12.33,130,43.92%,10.83,11,18.97%,0.92,7,5.04%,0.58
,Giovanni Guidetti,COACH,N/A,2023,Serbia,,,,,,,,,,,,,,
1.0,Srithong Wipawee,OH,151120,2023,Thailand,Thailand,25.0,174,50,4.17,45,35.43%,3.75,3,15.00%,0.25,2,3.28%,0.17
3.0,Guedpard Pornpun,S,123019,2023,Thailand,Thailand,30.0,170,11,0.92,10,43.48%,0.83,1,2.17%,0.08,0,0.00%,0.00
5.0,Nuekjang Thatdao,MB,142172,2023,Thailand,Thailand,30.0,185,82,6.83,60,49.59%,5.00,19,19.59%,1.58,3,2.50%,0.25
12.0,Bamrungsuk Hattaya,MB,145244,2023,Thailand,Thailand,30.0,180,53,4.42,33,36.26%,2.75,16,15.09%,1.33,4,3.77%,0.33
14.0,Chuewulim Sutadta,OH,122866,2023,Thailand,Thailand,31.0,173,3,0.75,3,15.79%,0.75,0,0.00%,0.00,0,0.00%,0.00
15.0,Phomla Soraya,S,147188,2023,Thailand,Thailand,31.0,169,2,0.50,1,20.00%,0.25,0,0.00%,0.00,1,16.67%,0.25
16.0,Kokram Pimpichaya,O,151121,2023,Thailand,Thailand,25.0,180,105,8.75,98,33.11%,8.17,4,9.09%,0.33,3,2.70%,0.25
18.0,Kongyot Ajcharaporn,OH,133511,2023,Thailand,Thailand,28.0,180,92,7.67,80,36.20%,6.67,9,25.71%,0.75,3,3.49%,0.25
19.0,Moksri Chatchu-On,OH,147213,2023,Thailand,Thailand,24.0,180,172,14.33,148,37.00%,12.33,17,22.37%,1.42,7,4.96%,0.58
20.0,Pairoj Supattra,L,162681,2023,Thailand,Thailand,33.0,160,0,0.00,0,-,-,0,-,-,0,-,-
21.0,Sooksod Thanacha,O,152205,2023,Thailand,Thailand,23.0,180,29,2.42,28,35.44%,2.33,1,5.88%,0.08,0,0.00%,0.00
24.0,Boonlert Tichakorn,MB,163495,2023,Thailand,Thailand,23.0,181,0,0.00,0,0.00%,0.00,0,0.00%,0.00,0,0.00%,0.00
99.0,Bundasak Jarasporn,MB,143002,2023,Thailand,Thailand,31.0,182,17,1.42,12,36.36%,1.00,5,16.13%,0.42,0,0.00%,0.00
,Danai Sriwacharamaytakul,COACH,N/A,2023,Thailand,,,,,,,,,,,,,,
1.0,Orge Gizem,L,138773,2023,Turkey,Turkey,30.0,172,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
2.0,Akoz Simge Sebnem,L,158840,2023,Turkey,Turkey,32.0,168,0,0.00,0,-,-,0,-,-,0,-,-
3.0,Özbay Cansu,S,143590,2023,Turkey,Turkey,27.0,179,7,0.47,5,38.46%,0.33,2,3.57%,0.13,0,0.00%,0.00
4.0,Vargas Melissa Teresa,O,143339,2023,Turkey,Turkey,24.0,194,227,20.64,194,54.34%,17.64,14,26.92%,1.27,19,13.10%,1.73
5.0,Aykac Altıntaş Ayca,L,143592,2023,Turkey,Turkey,28.0,173,0,0.00,0,-,-,0,-,-,0,-,-
7.0,Baladin Hande,OH,143585,2023,Turkey,Turkey,26.0,187,73,4.87,61,37.89%,4.07,10,25.00%,0.67,2,2.44%,0.13
11.0,Cebecioglu Derya,OH,163094,2023,Turkey,Turkey,23.0,181,55,3.93,50,42.02%,3.57,4,11.76%,0.29,1,1.09%,0.07
12.0,Şahin Elif,S,163975,2023,Turkey,Turkey,23.0,184,37,2.47,19,47.50%,1.27,14,29.17%,0.93,4,3.88%,0.27
14.0,Erdem Dündar Eda,MB,138782,2023,Turkey,Turkey,36.0,188,127,8.47,79,54.11%,5.27,42,20.69%,2.80,6,3.59%,0.40
16.0,Sahin Saliha,OH,152312,2023,Turkey,Turkey,25.0,183,14,0.93,13,32.50%,0.87,1,9.09%,0.07,0,0.00%,0.00
18.0,Gunes Zehra,MB,152263,2023,Turkey,Turkey,24.0,198,99,6.60,51,54.84%,3.40,45,31.69%,3.00,3,2.04%,0.20
19.0,Kalac Asli,MB,137087,2023,Turkey,Turkey,28.0,185,28,1.87,16,45.71%,1.07,10,20.00%,0.67,2,3.39%,0.13
22.0,Aydin İlkin,OH,163089,2023,Turkey,Turkey,24.0,179,100,6.67,84,45.41%,5.60,9,16.07%,0.60,7,4.86%,0.47
99.0,Karakurt Ebrar,O,163982,2023,Turkey,Turkey,24.0,195,193,12.87,161,40.35%,10.73,18,25.71%,1.20,14,7.82%,0.93
,Daniele Santarelli,COACH,N/A,2023,Turkey,,,,,,,,,,,,,,
1.0,Hancock Micha,S,132835,2023,USA,USA,31.0,180,42,2.80,24,57.14%,1.60,6,6.52%,0.40,12,6.49%,0.80
4.0,Wong-Orantes Justine,L,135564,2023,USA,USA,28.0,168,0,0.00,0,-,-,0,-,-,0,-,-
5.0,Frantti Alexandra,OH,139848,2023,USA,USA,28.0,191,64,5.82,59,42.14%,5.36,2,7.41%,0.18,3,4.00%,0.27
6.0,Hentz Morgan,L,152187,2023,USA,USA,25.0,175,0,0.00,0,-,-,0,-,-,0,-,-
7.0,Carlini Lauren,S,132500,2023,USA,USA,29.0,185,12,1.71,9,60.00%,1.29,3,10.00%,0.43,0,0.00%,0.00
11.0,Drews Andrea,O,155307,2023,USA,USA,30.0,191,129,11.73,116,38.80%,10.55,6,8.11%,0.55,7,6.09%,0.64
12.0,Thompson Jordan,O,172978,2023,USA,USA,26.0,193,98,8.91,81,39.71%,7.36,11,22.92%,1.00,6,8.22%,0.55
15.0,Washington Haleigh,MB,140052,2023,USA,USA,28.0,190,44,4.00,30,50.00%,2.73,13,22.41%,1.18,1,1.37%,0.09
16.0,Rettke Dana,MB,172977,2023,USA,USA,25.0,203,57,5.18,42,51.22%,3.82,13,19.12%,1.18,2,2.02%,0.18
23.0,Robinson Kelsey,OH,141933,2023,USA,USA,31.0,188,55,7.86,51,29.14%,7.29,4,11.43%,0.57,0,0.00%,0.00
24.0,Ogbogu Chiaka,MB,166638,2023,USA,USA,28.0,188,24,8.00,14,66.67%,4.67,8,21.62%,2.67,2,8.33%,0.67
26.0,O'Neal Asjia,MB,200701,2023,USA,USA,24.0,190,60,5.45,37,50.68%,3.36,21,23.33%,1.91,2,2.13%,0.18
27.0,Skinner Avery,OH,192906,2023,USA,USA,24.0,186,110,10.00,97,46.19%,8.82,10,21.28%,0.91,3,3.12%,0.27
29.0,Lanier Khalia,OH,147590,2023,USA,USA,25.0,190,119,10.82,101,38.55%,9.18,12,19.67%,1.09,6,5.45%,0.55
,Karch Kiraly,COACH,N/A,2023,USA,,,,,,,,,,,,,,
